date,player_name,#NAME?,opponent,country,player_id,match_id,event_id,event_name,best_of,map_1,map_2,map_3,kills,assists,deaths,hs,flash_assists,kast,kddiff,adr,fkdiff,rating,m1_kills,m1_assists,m1_deaths,m1_hs,m1_flash_assists,m1_kast,m1_kddiff,m1_adr,m1_fkdiff,m1_rating,m2_kills,m2_assists,m2_deaths,m2_hs,m2_flash_assists,m2_kast,m2_kddiff,m2_adr,m2_fkdiff,m2_rating,m3_kills,m3_assists,m3_deaths,m3_hs,m3_flash_assists,m3_kast,m3_kddiff,m3_adr,m3_fkdiff,m3_rating,kills_ct,deaths_ct,kddiff_ct,adr_ct,kast_ct,rating_ct,kills_t,deaths_t,kddiff_t,adr_t,kast_t,rating_t,m1_kills_ct,m1_deaths_ct,m1_kddiff_ct,m1_adr_ct,m1_kast_ct,m1_rating_ct,m1_kills_t,m1_deaths_t,m1_kddiff_t,m1_adr_t,m1_kast_t,m1_rating_t,m2_kills_ct,m2_deaths_ct,m2_kddiff_ct,m2_adr_ct,m2_kast_ct,m2_rating_ct,m2_kills_t,m2_deaths_t,m2_kddiff_t,m2_adr_t,m2_kast_t,m2_rating_t,m3_kills_ct,m3_deaths_ct,m3_kddiff_ct,m3_adr_ct,m3_kast_ct,m3_rating_ct,m3_kills_t,m3_deaths_t,m3_kddiff_t,m3_adr_t,m3_kast_t,m3_rating_t,winner
2/24/2020,dexter,Renegades,fnatic,Australia,9115,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,29,12,37,16,3,64,-8,71.8,-5,0.87,9,5,18,6,2,50,-9,61.8,-3,0.6,20,7,19,10,1,73.3,1,78.5,-2,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,5,85.6,75,1.2,15,28,-13,62.6,56.7,0.65,1,3,-2,33,60,0.41,8,15,-7,71.4,46.7,0.67,13,6,7,103.1,80,1.5,7,13,-6,53.8,66.7,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,malta,Renegades,fnatic,Australia,11485,2339376,4901,IEM Katowice 2020,3,Dust2,Inferno,,34,8,35,16,2,62,-1,70,-3,0.94,9,3,17,6,0,55,-8,52,-3,0.54,25,5,18,10,2,66.7,7,82,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,6,81.4,80,1.21,20,27,-7,62.4,50,0.75,3,2,1,64.2,80,1.13,6,15,-9,47.9,46.7,0.35,11,6,5,87.1,80,1.25,14,12,2,76.9,53.3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,Attacker,TYLOO,100 Thieves,China,8552,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,24,10,41,14,0,64.7,-17,63.5,-2,0.81,12,5,18,6,0,68,-6,56.8,-4,0.82,12,5,23,8,0,61.5,-11,69.8,2,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,20,-14,43.6,64,0.53,18,21,-3,82.5,65.4,1.08,2,8,-6,39.8,70,0.55,10,10,0,68.2,66.7,1,4,12,-8,46.1,60,0.52,8,11,-3,102.1,63.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,Freeman,TYLOO,100 Thieves,Hong Kong,10774,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,27,7,40,11,4,58.8,-13,59.3,-8,0.7,11,3,20,3,1,64,-9,51.2,-5,0.65,16,4,20,8,3,53.8,-4,67.1,-3,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,22,-7,71.6,40,0.59,12,18,-6,47.5,76.9,0.81,3,10,-7,49.7,30,0.19,8,10,-2,52.1,86.7,0.96,12,12,0,86.2,46.7,0.9,4,8,-4,41.1,63.6,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,Summer,TYLOO,100 Thieves,China,7028,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,34,6,37,20,0,64.7,-3,82.9,1,1.04,12,1,17,8,0,60,-5,60.2,1,0.83,22,5,20,12,0,69.2,2,104.7,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,21,-10,73.5,44,0.62,23,16,7,91.9,84.6,1.45,5,8,-3,65.4,40,0.69,7,9,-2,56.8,73.3,0.92,6,13,-7,78.9,46.7,0.58,16,7,9,139.8,100,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,somebody,TYLOO,100 Thieves,China,8605,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,23,3,33,14,2,54.9,-10,53.8,-7,0.78,13,2,14,8,2,64,-1,52,-1,0.99,10,1,19,6,0,46.2,-9,55.5,-6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,-9,51.1,44,0.5,15,16,-1,56.3,65.4,1.04,1,6,-5,14.6,50,0.36,12,8,4,76.9,73.3,1.42,7,11,-4,75.5,40,0.63,3,8,-5,28.3,54.5,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,xeta,TYLOO,100 Thieves,Korea,11188,2339388,4901,IEM Katowice 2020,3,Inferno,Vertigo,,29,4,41,14,2,58.8,-12,65,-3,0.78,8,3,21,5,1,52,-13,53.6,-2,0.52,21,1,20,9,1,65.4,1,76,-1,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20,-2,77.1,64,0.81,11,21,-10,53.4,53.8,0.75,6,8,-2,83.7,50,0.7,2,13,-11,33.5,53.3,0.39,12,12,0,72.7,73.3,0.89,9,8,1,80.6,54.5,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Attacker,TYLOO,mousesports,China,8552,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,29,7,36,14,0,57.4,-7,74,0,0.85,16,2,16,9,0,61.9,0,87.3,0,1.04,13,5,20,5,0,53.8,-7,63.3,0,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,1,78.3,66.7,1,15,23,-8,70.6,50,0.73,7,4,3,144.2,83.3,1.77,9,12,-3,64.6,53.3,0.74,7,9,-2,52,60,0.75,6,11,-5,78.7,45.5,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Freeman,TYLOO,mousesports,Hong Kong,10774,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,12,3,36,7,1,42.6,-24,40.2,1,0.45,6,1,17,4,0,38.1,-11,47.8,1,0.47,6,2,19,3,1,46.2,-13,34,0,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,-8,33.7,47.6,0.5,6,22,-16,45.4,38.5,0.41,3,5,-2,67.7,33.3,0.6,3,12,-9,39.9,40,0.41,3,9,-6,20.1,53.3,0.48,3,10,-7,53,36.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,Summer,TYLOO,mousesports,China,7028,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,30,9,37,15,3,63.8,-7,73.4,-2,0.88,9,3,18,5,0,61.9,-9,56,-2,0.61,21,6,19,10,3,65.4,2,87.4,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,3,93.2,76.2,1.21,13,23,-10,57.4,53.8,0.61,2,5,-3,57.3,83.3,0.59,7,13,-6,55.5,53.3,0.61,15,9,6,107.5,73.3,1.47,6,10,-4,60,54.5,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,somebody,TYLOO,mousesports,China,8605,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,27,3,36,15,0,51.1,-9,69,-1,0.85,11,1,18,7,0,42.9,-7,68.6,-1,0.78,16,2,18,8,0,57.7,-2,69.3,0,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14,2,88.5,66.7,1.12,11,22,-11,53.2,38.5,0.64,3,5,-2,85.3,50,0.72,8,13,-5,61.9,40,0.8,13,9,4,89.8,73.3,1.28,3,9,-6,41.4,36.4,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,xeta,TYLOO,mousesports,Korea,11188,2339503,4901,IEM Katowice 2020,3,Inferno,Dust2,,22,7,36,9,4,57.4,-14,48,-1,0.73,7,2,18,2,1,47.6,-11,30.1,-3,0.45,15,5,18,7,3,65.4,-3,62.5,2,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,-2,63,66.7,0.92,11,23,-12,35.9,50,0.58,1,5,-4,24,33.3,0.2,6,13,-7,32.6,53.3,0.56,10,8,2,78.6,80,1.26,5,10,-5,40.5,45.5,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,AdreN,Virtus.pro,MAD Lions,Kazakhstan,334,2339389,4901,IEM Katowice 2020,3,Overpass,Vertigo,Dust2,52,10,48,25,1,68.3,4,63.7,0,1.01,22,4,19,13,0,66.7,3,67.8,0,1.07,20,3,12,9,0,69.6,8,83,1,1.27,10,3,17,3,1,69,-7,44.2,-1,0.78,23,30,-7,57.4,54.5,0.7,29,18,11,71.1,84.2,1.38,6,11,-5,34.7,53.3,0.5,16,8,8,100.9,80,1.65,13,9,4,86.5,60,1.11,7,3,4,76.6,87.5,1.57,4,10,-6,50.5,50,0.51,6,7,-1,38.3,86.7,1.03,1
2/26/2020,Jame,Virtus.pro,MAD Lions,Russia,13776,2339389,4901,IEM Katowice 2020,3,Overpass,Vertigo,Dust2,54,10,46,13,5,69.5,8,66,0,1.07,16,5,20,3,3,63.3,-4,61.1,0,0.89,17,3,10,8,0,82.6,7,84.4,-1,1.37,21,2,16,2,2,65.5,5,56.3,1,1.04,31,26,5,68,70.5,1.06,23,20,3,63.6,68.4,1.08,11,10,1,72.8,66.7,1.05,5,10,-5,49.4,60,0.72,11,8,3,84.9,86.7,1.27,6,2,4,83.4,75,1.54,9,8,1,44.8,57.1,0.86,12,8,4,67.1,73.3,1.21,1
2/26/2020,SANJI,Virtus.pro,MAD Lions,Uzbekistan,11716,2339389,4901,IEM Katowice 2020,3,Overpass,Vertigo,Dust2,52,14,55,29,4,70.7,-3,63,4,1.02,18,4,23,7,3,63.3,-5,60.1,0,0.86,15,5,13,7,0,73.9,2,57.1,2,1.03,19,5,19,15,1,75.9,0,70.8,2,1.2,20,34,-14,50.5,54.5,0.59,32,21,11,77.6,89.5,1.51,9,13,-4,72.5,53.3,0.69,9,10,-1,47.6,73.3,1.03,7,11,-4,43.7,60,0.59,8,2,6,82.4,100,1.85,4,10,-6,34.2,50,0.49,15,9,6,104.9,100,1.86,1
2/26/2020,buster,Virtus.pro,MAD Lions,Kazakhstan,11942,2339389,4901,IEM Katowice 2020,3,Overpass,Vertigo,Dust2,54,16,52,29,5,69.5,2,75.7,3,1.09,14,8,19,5,2,70,-5,60.8,-1,0.86,20,3,13,11,0,69.6,7,100.1,2,1.45,20,5,20,13,3,69,0,71.9,2,1.06,26,29,-3,74.4,63.6,0.9,28,23,5,77.3,76.3,1.31,6,8,-2,57.8,73.3,0.82,8,11,-3,63.8,66.7,0.89,10,10,0,86.9,60,1.05,10,3,7,125,87.5,2.22,10,11,-1,78.9,57.1,0.85,10,9,1,65.3,80,1.26,1
2/26/2020,qikert,Virtus.pro,MAD Lions,Kazakhstan,13239,2339389,4901,IEM Katowice 2020,3,Overpass,Vertigo,Dust2,57,26,58,29,6,79.3,-1,83.8,-1,1.13,20,10,23,9,2,76.7,-3,73,-1,1,14,7,14,7,1,82.6,0,75.6,-3,1.03,23,9,21,13,3,79.3,2,101.6,3,1.36,28,32,-4,72.9,77.3,0.84,29,26,3,96.5,81.6,1.46,10,12,-2,67.1,73.3,0.81,10,11,-1,78.9,80,1.2,12,8,4,82.1,86.7,1.11,2,6,-4,63.2,75,0.86,6,12,-6,69.1,71.4,0.58,17,9,8,131.9,86.7,2.08,1
2/25/2020,AdreN,Virtus.pro,Liquid,Kazakhstan,334,2339380,4901,IEM Katowice 2020,3,Vertigo,Mirage,,31,8,46,14,2,63.3,-15,62.2,0,0.78,15,7,26,6,2,60,-11,57.8,2,0.7,16,1,20,8,0,68,-4,68.4,-2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,-3,73.5,66.7,0.9,11,23,-12,48.3,59.3,0.65,10,12,-2,67.4,66.7,0.88,5,14,-9,47.6,52.9,0.51,10,11,-1,80.9,66.7,0.92,6,9,-3,49.6,70,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,Jame,Virtus.pro,Liquid,Russia,13776,2339380,4901,IEM Katowice 2020,3,Vertigo,Mirage,,44,7,39,13,2,70,5,73,4,1.1,27,3,23,8,1,68.6,4,73.8,5,1.16,17,4,16,5,1,72,1,71.9,-1,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,18,10,79.8,81.8,1.27,16,21,-5,64.6,55.6,0.89,18,10,8,92.3,83.3,1.42,9,13,-4,54.2,52.9,0.88,10,8,2,64.9,80,1.09,7,8,-1,82.4,60,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,SANJI,Virtus.pro,Liquid,Uzbekistan,11716,2339380,4901,IEM Katowice 2020,3,Vertigo,Mirage,,38,8,40,19,2,65,-2,70.7,-9,0.93,27,5,21,12,1,74.3,6,80.1,-5,1.16,11,3,19,7,1,52,-8,57.6,-4,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,19,5,79.1,72.7,1.04,14,21,-7,60.4,55.6,0.8,15,9,6,90,83.3,1.28,12,12,0,69.5,64.7,1.04,9,10,-1,66.1,60,0.77,2,9,-7,44.9,40,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,buster,Virtus.pro,Liquid,Kazakhstan,11942,2339380,4901,IEM Katowice 2020,3,Vertigo,Mirage,,32,6,44,16,0,66.7,-12,65.6,-1,0.84,20,3,23,11,0,68.6,-3,67.3,-1,0.93,12,3,21,5,0,64,-9,63.3,0,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24,-8,67.3,60.6,0.77,16,20,-4,63.6,74.1,0.94,9,12,-3,63.4,66.7,0.78,11,11,0,71.4,70.6,1.08,7,12,-5,72.1,53.3,0.75,5,9,-4,50.2,80,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,qikert,Virtus.pro,Liquid,Kazakhstan,13239,2339380,4901,IEM Katowice 2020,3,Vertigo,Mirage,,40,8,40,20,1,68.3,0,71.5,6,1.08,23,5,28,10,0,65.7,-5,72.1,4,1.02,17,3,12,10,1,72,5,70.6,2,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,1,66.6,75.8,1.03,19,20,-1,77.4,59.3,1.14,13,15,-2,76.2,72.2,1.03,10,13,-3,67.6,58.8,1.01,8,5,3,55,80,1.02,9,7,2,94.1,60,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/26/2020,ALEX,Vitality,FaZe,United Kingdom,8184,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,58,17,60,21,9,65.1,-2,71.7,-6,0.95,22,8,20,11,3,66.7,2,68.7,0,0.98,18,7,19,5,5,70.4,-1,70.3,-1,0.97,18,2,21,5,1,57.7,-3,76.7,-5,0.9,36,29,7,85,69,1.08,22,31,-9,58.2,61,0.81,13,9,4,73.2,60,1.07,9,11,-2,64.2,73.3,0.9,8,8,0,75.4,83.3,0.92,10,11,-1,66.3,60,1.02,15,12,3,104.3,66.7,1.25,3,9,-6,39.1,45.5,0.42,1
2/26/2020,RpK,Vitality,FaZe,France,7169,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,43,13,59,22,0,68.7,-16,70.1,-3,0.88,11,7,21,6,0,66.7,-10,56.8,-3,0.77,20,5,21,11,0,74.1,-1,92.5,0,1.06,12,1,17,5,0,65.4,-5,62.3,0,0.85,20,29,-9,62,71.4,0.74,23,30,-7,78.5,65.9,1.01,2,11,-9,40.1,60,0.4,9,10,-1,73.5,73.3,1.14,11,8,3,95.9,83.3,1.19,9,13,-4,89.8,66.7,0.95,7,10,-3,56.8,73.3,0.79,5,7,-2,69.8,54.5,0.94,1
2/26/2020,ZywOo,Vitality,FaZe,France,11893,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,72,11,47,30,2,73.5,25,97.2,12,1.44,32,6,16,10,1,86.7,16,120.1,5,1.84,17,2,16,7,0,59.3,1,73.9,3,1.09,23,3,15,13,1,73.1,8,94.8,4,1.39,43,21,22,113.4,88.1,1.66,29,26,3,80.5,58.5,1.21,14,8,6,107.4,86.7,1.57,18,8,10,132.9,86.7,2.11,11,6,5,107.2,83.3,1.52,6,10,-4,47.2,40,0.75,18,7,11,124.3,93.3,1.86,5,8,-3,54.6,45.5,0.75,1
2/26/2020,apEX,Vitality,FaZe,France,7322,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,40,13,63,25,6,63.9,-23,57,-9,0.72,13,7,22,7,3,63.3,-9,59.7,-4,0.75,15,3,22,6,2,66.7,-7,53.1,-3,0.78,12,3,19,12,1,61.5,-7,58,-2,0.65,21,32,-11,69.5,69,0.79,19,31,-12,44.3,58.5,0.66,8,11,-3,83.9,66.7,0.9,5,11,-6,35.5,60,0.6,6,9,-3,56.5,83.3,0.88,9,13,-4,50.4,53.3,0.69,7,12,-5,65.5,60,0.61,5,7,-2,47.8,63.6,0.7,1
2/26/2020,shox,Vitality,FaZe,France,1225,2339391,4901,IEM Katowice 2020,3,Mirage,Nuke,Inferno,41,5,55,20,0,66.3,-14,54.4,0,0.84,20,1,18,10,0,76.7,2,62.7,0,1.05,15,2,20,9,0,63,-5,64.1,2,0.94,6,2,17,1,0,57.7,-11,34.7,-2,0.53,24,29,-5,61.2,73.8,0.89,17,26,-9,47.5,58.5,0.78,11,10,1,66.1,80,1.06,9,8,1,59.4,73.3,1.03,7,9,-2,68.3,66.7,0.95,8,11,-3,60.7,60,0.93,6,10,-4,50.5,73.3,0.68,0,7,-7,13.2,36.4,0.32,1
2/25/2020,ALEX,Vitality,Astralis,United Kingdom,8184,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,40,16,54,15,8,56.1,-14,70.5,-4,0.83,13,10,21,8,5,52,-8,64.3,-4,0.71,27,6,33,7,3,58.5,-6,74.2,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,23,2,85.1,64.5,1.01,15,31,-16,57.5,48.6,0.67,3,8,-5,48.6,40,0.39,10,13,-3,74.7,60,0.92,22,15,7,102.5,76.2,1.35,5,18,-13,44.5,40,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,RpK,Vitality,Astralis,France,7169,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,53,8,45,20,0,74.2,8,78.6,1,1.13,18,5,20,5,0,68,-2,81.6,1,1.05,35,3,25,15,0,78,10,76.8,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,19,13,95.3,80.6,1.35,21,26,-5,63.8,68.6,0.93,11,8,3,114.9,80,1.3,7,12,-5,59.3,60,0.88,21,11,10,86,81,1.38,14,14,0,67.2,75,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,ZywOo,Vitality,Astralis,France,11893,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,38,10,47,12,1,68.2,-9,69.8,-2,0.95,9,2,17,3,1,68,-8,44.8,1,0.71,29,8,30,9,0,68.3,-1,85,-3,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,21,-5,76.1,71,0.9,22,26,-4,64.3,65.7,1,3,7,-4,63.8,70,0.75,6,10,-4,32.2,66.7,0.68,13,14,-1,81.9,71.4,0.98,16,16,0,88.3,65,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,apEX,Vitality,Astralis,France,7322,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,41,18,50,22,2,71.2,-9,87.3,-5,1.02,19,5,18,13,1,76,1,90.4,-1,1.17,22,13,32,9,1,68.3,-10,85.4,-4,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,22,-5,85.7,80.6,0.94,24,28,-4,88.7,62.9,1.08,8,7,1,104.5,90,1.31,11,11,0,81,66.7,1.08,9,15,-6,76.7,76.2,0.78,13,17,-4,94.5,60,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/25/2020,shox,Vitality,Astralis,France,1225,2339382,4901,IEM Katowice 2020,3,Overpass,Vertigo,,43,3,48,19,2,60.6,-5,61.9,-2,0.86,15,0,18,8,0,64,-3,50.6,-2,0.76,28,3,30,11,2,58.5,-2,68.8,0,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,4,82.3,64.5,1.04,16,25,-9,43.8,57.1,0.69,9,7,2,67.4,70,0.94,6,11,-5,39.3,60,0.65,18,16,2,89.3,61.9,1.09,10,14,-4,47.1,55,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2/24/2020,ALEX,Vitality,NiP,United Kingdom,8184,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,51,10,33,20,6,68.5,18,102.2,9,1.43,22,2,18,7,1,64.3,4,83.5,7,1.24,29,8,15,13,5,73.1,14,122.4,2,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,17,121.2,73.1,1.68,21,20,1,84.6,64.3,1.19,12,9,3,84.7,60,1.09,10,9,1,82.1,69.2,1.41,18,4,14,171,90.9,2.57,11,11,0,86.8,60,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,RpK,Vitality,NiP,France,7169,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,35,8,36,25,0,77.8,-1,68,-6,1,22,3,18,17,0,78.6,4,75.4,-2,1.13,13,5,18,8,0,76.9,-5,59.9,-4,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,-1,70.1,73.1,0.87,18,18,0,66,82.1,1.12,10,12,-2,75.3,66.7,0.81,12,6,6,75.5,92.3,1.49,7,6,1,62.9,81.8,0.96,6,12,-6,57.7,73.3,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,ZywOo,Vitality,NiP,France,11893,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,45,11,34,25,1,70.4,11,91.6,-1,1.3,23,9,19,14,1,71.4,4,100.6,-1,1.32,22,2,15,11,0,69.2,7,82,0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18,4,94.5,69.2,1.08,23,16,7,89,71.4,1.5,12,11,1,98.1,60,1.03,11,8,3,103.5,84.6,1.65,10,7,3,89.5,81.8,1.17,12,8,4,76.5,60,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,apEX,Vitality,NiP,France,7322,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,28,17,37,11,4,64.8,-9,66.6,-2,0.86,14,7,18,4,2,60.7,-4,58.1,-1,0.78,14,10,19,7,2,69.2,-5,75.7,-1,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16,2,81.8,80.8,1.05,10,21,-11,52.4,50,0.69,10,10,0,70.5,66.7,0.85,4,8,-4,43.7,53.8,0.7,8,6,2,97.2,100,1.34,6,13,-7,59.9,46.7,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2/24/2020,shox,Vitality,NiP,France,1225,2339373,4901,IEM Katowice 2020,3,Vertigo,Nuke,,36,5,31,14,1,70.4,5,65,-1,1.07,21,5,18,11,1,78.6,3,81.1,1,1.18,15,0,13,3,0,61.5,2,47.7,-2,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,-3,49.1,73.1,0.82,24,16,8,79.8,67.9,1.29,8,12,-4,65.2,73.3,0.78,13,6,7,99.5,84.6,1.64,4,3,1,27.1,72.7,0.9,11,10,1,62.7,53.3,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
